0,5.8695,5.1512,14.099,18.56,14.98,13.372,15.536,19.316,19.879,27.57,22.336,22.664,26.628,27.209,30.972,35.966,31.783,37.023,35.469,39.693,41.192,45.892,47.243,48.433,48.019,47.187,47.147,47.553,54.104,53.782,55.487,54.275,52.128,53.673,59.355,150.51,124.48,94.176,97.985,104.33,95.259,85.883,104.19,90.578,84.323,94.001,81.656,87.907,92.3,93.888,88.544,85.307,82.189,71.315,51.765,37.55,38.313,51.271,61.396,17.167,29.186,20.238,13.909,23.031,35.07,20.045,31.41,37.556,61.221,61.531,63.17,66.876,79.023,78.72,80.097,80.099,82.346,81.296,102.13,154.67,152.38,71.009,39.39,54.483,35.308,34.053,52.773,46.787,36.618,11.086,15.601,10.417,26.439,49.889,44.733,40.19,38.2,32.782,30.088,24.261,24.058,13.082,16.474,15.073,14.995,15.4,105.35,97.362,89.774,83.87,79.395,73.227,67.502,71.62,92.237,88.422,82.138,84.202,64.051,60.502,83.638,55.567,56.101,59.365,62.091,60.15,65.228,61.44,60.62,62.146,65.794,71.285,75.545,72.369,66.692,71.488,70.693,75.099,85.099,90.066,92.903,82.459,85.414,94.732,99.483,99.585,95.467,107.78,107.06,115.44,114.45,112.62,190.75,198.71,160.82,158.67,141.18,123.7,128.82,141.93,138.74,123.29,124.26,118.91,119.45,114.26,114.34,108.09,115.53,111.99,108.72,100.14,95.975,90.585,88.792,106.57,112.34,117.67,242.19,249.12,251,298.93,301.27,308.41,330.19,331.87,115.14,113.34,117.64,120.02,120.56,125.55,124.45,129.84,131.75,173.93,135.59,138.19,147.35,163.65,167.19,157.05,172.03,179.67,181.15,193.62,187.4,184.44,188.65,200.24,205.7,211.06,210.17,220.92,224.89,234.03,217.71,223.75,224.13,230.36,237.81,246.5,248.83,269.32,267.27,289.51,289.36,287.59,286.75,286.82,287.87,278.25,253.94,257.12,252.96,265.44,292.7,296.22,304.98,303.26,308.56,315.64,318.66,319.84,319.39,324.27,327.49,329.74,329.11,337.58,341.05,346.09,39.792,333.35,336.79,339.29,341.1,341.6,342.76,355.3,354.59,355.64,365.29,403.79,410.76,413.83,430.25,417.8,418.46,426.71,427.73,427.53,432.31,428.72,434.17,435.54,450.9,455.61,353.07,355.19,360.25,359.91,364.9,366.24,367.66,377.69,378.23,387.52,394.77,396.34,409.56,409.45,413.32,388.52,388.05,411.16,411.58,411.34,413.79,424.51,428.68,436.85,417.23,419.54,424.02,445.69,429.98,441.79,431.54,440.15,452.64,448.87,437.17,351.41,312.55,150.64,166.91,167.29,170.46,171.34
5.8695,0,4.115,17.435,20.688,15.555,12.908,11.913,13.746,19.796,27.286,19.221,18.272,21.751,23.217,29.592,34.613,27.623,33.708,32.06,38.118,39.269,44.111,45.107,46.218,44.494,43.213,42.247,42.094,48.677,48.873,51.428,50.613,48.711,51.625,57.063,150.78,124.32,94.89,98.354,104.34,95.457,86.244,103.67,90.645,84.571,93.634,81.893,87.78,91.924,93.432,88.297,85.019,81.673,70.323,53.011,40.965,40.54,51.382,60.678,20.544,33.228,24.326,10.464,17.907,30.37,14.394,26.127,32.271,55.418,55.823,57.569,61.157,73.857,73.59,74.856,74.826,77.248,76.266,96.971,149.76,147.83,72.463,43.319,54.424,36.777,35.103,51.786,45.799,35.897,14.256,17.799,11.86,24.535,54.807,49.889,45.55,43.607,37.215,35.049,28.447,29.9,17.856,22.107,20.652,20.288,19.898,107.07,99.29,92.175,86.624,82.325,76.519,70.575,73.549,93.54,89.645,83.491,85.267,67.659,64.618,84.434,60.061,51.5,55.471,58.28,55.264,60.919,57.169,58,59.482,63.127,68.513,72.668,68.84,61.907,66.275,65.821,70.312,80.649,86.861,89.454,79.368,82.132,91.537,96.088,95.463,90.98,104.37,102.98,112.04,110.87,108.89,186.46,195.1,161.52,159.58,142.41,124.71,129.62,142.78,139.28,123.81,124.41,119.15,119.55,114.39,114.83,108.8,116.86,113.44,110.24,101.27,96.946,91.101,89.227,106.15,111.75,116.9,238.46,245.5,247.4,295.26,297.62,304.71,326.42,328.07,110.91,109.33,113.76,116.06,116.72,122.03,120.4,125.52,127.68,170.62,131.82,134.75,143.48,160.38,163.85,153.1,168.28,176.19,177.79,190.23,183.92,180.81,185,197.42,202.88,208.19,207.05,218.19,222.23,231.41,214.58,220.68,220.96,227.15,234.5,243.49,245.96,266.38,264.18,286.63,286.31,284.65,283.76,283.78,284.71,275.13,251.18,254.1,249.79,262.58,289.48,293.23,302.06,300.13,305.42,312.59,315.52,316.71,316.13,321.12,324.55,326.63,325.88,334.52,338.2,342.98,35.593,329.55,333,335.52,337.33,337.87,339.03,351.66,350.78,351.8,361.67,400.29,407.24,410.09,426.6,414.33,414.94,423.3,424.22,423.99,428.94,425.2,430.62,432.01,447.43,452.19,349.89,352.33,357.37,357.12,362.12,363.34,364.7,375.02,375.18,384.69,391.77,393.17,406.57,406.64,410.49,385.44,385.4,408.66,409.37,408.61,411.17,422.15,426.46,434.56,414.44,416.83,421.36,443.41,427.34,439.24,428.7,437.34,449.99,446.47,434.8,348.6,309.25,146.69,162.24,162.65,165.86,166.69
5.1512,4.115,0,13.438,16.576,11.614,9.2415,10.385,14.956,16.097,23.715,17.251,17.561,21.643,22.058,26.525,31.552,26.636,31.938,30.366,35.184,36.535,41.305,42.513,43.675,42.911,42.038,42.119,42.859,49.368,48.751,50.337,49.152,47.04,48.987,54.582,154.18,127.87,98.091,101.7,107.83,98.87,89.588,107.33,94.105,87.959,97.248,85.284,91.309,95.54,97.075,91.868,88.603,85.329,74.113,55.932,42.552,42.911,54.791,64.381,22.094,34.302,25.346,14.555,21.693,34.287,17.726,29.745,35.86,57.079,57.147,58.613,62.508,74.083,73.761,75.199,75.221,77.371,76.292,97.174,149.61,147.25,75.301,44.499,57.901,39.552,38.076,55.558,49.563,39.561,15.874,20.061,14.39,28.47,54.991,49.766,45.129,43.111,37.933,35.195,29.39,28.335,18.233,19.417,17.902,17.195,16.256,109.79,101.89,94.492,88.712,84.292,78.225,72.437,76.134,96.467,92.609,86.388,88.304,69.117,65.641,87.593,60.717,50.989,54.222,56.955,55.105,60.081,56.292,55.736,57.249,60.899,66.362,70.593,67.271,61.615,66.579,65.638,70.018,79.96,85.036,87.824,77.454,80.365,89.705,94.415,94.435,90.33,102.71,101.91,110.37,109.35,107.5,185.6,193.61,164.74,162.71,145.39,127.79,132.79,145.94,142.57,127.1,127.85,122.56,123.01,117.84,118.13,112,119.78,116.3,113.06,104.28,100.03,94.384,92.543,109.78,115.44,120.65,237.07,244.02,245.9,293.82,296.17,303.3,325.07,326.74,109.99,108.19,112.5,114.87,115.43,120.46,119.3,124.69,126.61,168.88,130.47,133.12,142.22,158.62,162.14,151.91,166.91,174.59,176.1,188.56,182.32,179.34,183.54,195.33,200.79,206.14,205.18,216.04,220.03,229.18,212.71,218.77,219.13,225.34,232.77,241.54,243.91,264.38,262.29,284.59,284.39,282.65,281.79,281.85,282.87,273.26,249.05,252.15,247.95,260.52,287.69,291.26,300.04,298.27,303.56,310.67,313.67,314.84,314.36,319.27,322.55,324.75,324.09,332.6,336.14,341.1,34.644,328.23,331.67,334.17,335.98,336.48,337.64,350.2,349.47,350.52,360.2,398.72,405.68,408.71,425.15,412.73,413.38,421.65,422.65,422.45,427.26,423.64,429.08,430.46,445.83,450.55,348.07,350.27,355.33,355.01,360,361.31,362.71,372.84,373.26,382.61,389.81,391.34,404.61,404.55,408.41,383.54,383.2,406.36,406.89,406.47,408.95,419.76,423.99,432.13,412.34,414.67,419.17,440.97,425.13,436.97,426.63,435.25,447.79,444.11,432.42,346.5,307.51,145.5,161.8,162.16,165.34,166.22
14.099,17.435,13.438,0,5.6447,7.7721,9.9984,17.568,25.797,11.516,17.77,20.528,24.286,29.066,26.702,23.071,27.446,31.084,33.225,32.098,31.347,33.515,37.601,39.675,40.987,43.974,44.535,47.757,50.779,56.883,54.112,52.685,50.31,47.559,45.611,51.641,163.21,137.62,106.56,110.71,117.37,108.16,98.665,117.63,103.61,97.218,107.36,94.572,101.11,105.67,107.31,101.83,98.635,95.684,85.101,63.898,46.7,49.488,64.478,75.076,28.047,37.437,29.338,27.531,35.098,47.723,30.863,43.02,49.086,66.737,66.024,66.783,71.353,79.78,79.308,81.212,81.377,82.719,81.376,102.5,153.51,149.82,82.661,47.26,67.789,47.527,46.727,66.61,60.648,50.429,23.217,28.123,23.984,40.539,54.057,48.057,42.689,40.549,39.665,35.351,32.624,23.547,21.886,12.076,10.823,8.6951,4.8265,116.38,108.13,99.801,93.299,88.524,81.669,76.508,82.598,103.93,100.24,93.829,96.24,71.915,67.099,95.987,61.117,55.131,55.891,58.267,60.141,62.897,59.105,53.632,55.216,58.766,64.373,68.798,67.422,66.068,72.635,70.318,74.271,82.803,83.901,87.354,76.124,79.526,88.475,93.699,95.957,93.141,101.97,103.23,109.5,109.01,107.62,187.1,192.9,173.05,170.66,152.79,135.63,140.99,154.02,151.18,135.8,137.12,131.7,132.38,127.18,126.91,120.42,127.07,123.38,120.01,112.01,108.06,103.2,101.49,119.95,125.82,131.25,236.63,243.23,245.05,293.1,295.39,302.68,324.64,326.39,111.7,109.21,113.03,115.64,115.84,119.88,120.34,126.58,127.67,167.4,130.55,132.18,142.52,157.1,160.79,152.42,166.77,173.58,174.76,187.26,181.28,178.73,183.02,192.46,197.89,203.36,203.08,212.89,216.67,225.71,210.62,216.51,217.13,223.44,231.13,239.05,241.05,261.69,260,281.7,281.95,279.92,279.19,279.38,280.74,271.02,245.9,249.7,245.89,257.62,285.72,288.67,297.22,296.02,301.35,308.18,311.43,312.58,312.47,317.06,319.79,322.43,322.08,330.13,333.14,338.75,38.379,327.89,331.29,333.74,335.5,335.92,337.06,349.34,349.13,350.27,359.3,397.43,404.45,408.1,424.29,411.33,412.12,420.08,421.35,421.25,425.58,422.38,427.91,429.24,444.41,449,345.92,347.29,352.35,351.83,356.78,358.41,359.96,369.33,370.73,379.52,387.14,389.13,401.9,401.39,405.29,381.09,379.62,402.41,402.25,403.1,405.3,415.47,419.37,427.67,409.1,411.24,415.6,436.49,421.5,433.13,423.53,432.08,444.18,439.9,428.14,343.36,305.74,146.03,164.72,164.95,168.01,169.06
18.56,20.688,16.576,5.6447,0,6.4548,9.7342,17.312,26.225,7.556,12.454,18.154,22.909,27.622,24.264,18.119,22.204,28.301,29.236,28.295,26.081,28.373,32.277,34.482,35.808,39.652,40.636,44.9,48.828,54.652,51.039,48.61,45.92,43.033,40.272,46.333,168.53,142.79,111.96,116.02,122.57,113.41,103.95,122.65,108.81,102.46,112.42,99.811,106.24,110.73,112.34,106.93,103.71,100.67,89.872,69.312,52.342,55.02,69.588,79.933,33.527,43.082,34.956,31.122,37.5,50.24,32.79,44.979,50.892,65.442,64.326,64.732,69.588,76.581,76.057,78.124,78.344,79.373,77.943,99.055,149.47,145.4,88.171,52.891,72.859,52.897,51.988,71.333,65.347,55.174,28.457,33.338,28.833,44.758,59.356,53.275,47.829,45.688,45.272,40.878,38.267,28.558,27.468,17.08,16.004,13.743,9.418,121.98,113.74,105.44,98.943,94.166,87.295,82.151,88.182,109.45,105.74,99.34,101.7,77.522,72.625,101.38,66.556,51.603,51.579,53.833,56.868,58.852,55.097,48.456,50.044,53.556,59.162,63.603,62.631,62.527,69.625,66.818,70.595,78.634,78.776,82.348,70.987,74.471,83.322,88.629,91.377,88.918,96.875,98.58,104.37,103.98,102.69,182.38,187.73,178.49,176.14,158.33,141.12,146.44,159.49,156.57,141.17,142.39,136.99,137.63,132.43,132.26,125.83,132.61,128.94,125.58,117.5,113.51,108.53,106.8,125,130.82,136.18,231.49,238.02,239.84,287.89,290.17,297.49,319.47,321.23,107.13,104.47,108.17,110.83,110.95,114.78,115.59,122.02,122.91,162.11,125.58,127.01,137.57,151.81,155.53,147.5,161.71,168.37,169.49,182,176.06,173.58,177.88,186.99,192.41,197.89,197.7,207.38,211.14,220.18,205.23,211.09,211.75,218.07,225.8,233.61,235.57,256.22,254.58,276.21,276.5,274.44,273.73,273.93,275.33,265.6,240.39,244.26,240.5,252.13,280.33,283.2,291.74,290.6,295.93,302.72,306.01,307.16,307.08,311.63,314.3,317,316.69,324.68,327.63,333.31,35.046,322.74,326.14,328.57,330.33,330.73,331.87,344.1,343.98,345.14,354.05,392.13,399.15,402.89,419.04,406.01,406.81,414.73,416.03,415.95,420.21,417.08,422.61,423.94,439.07,443.65,340.5,341.78,346.84,346.3,351.25,352.91,354.47,363.78,365.27,374,381.66,383.7,396.42,395.86,399.77,375.64,374.06,396.83,396.62,397.56,399.74,409.86,413.75,422.06,403.56,405.69,410.04,430.87,415.93,427.54,418,426.55,438.61,434.3,422.53,337.84,300.38,141.13,160.37,160.57,163.59,164.69
14.98,15.555,11.614,7.7721,6.4548,0,3.3182,10.878,19.771,5.0309,12.646,12.773,16.876,21.65,18.957,16.765,21.577,23.313,25.723,24.512,25.434,27.281,31.728,33.457,34.725,36.62,36.941,39.99,43.206,49.229,46.34,45.152,42.98,40.353,39.683,45.58,165.45,139.32,109.16,112.94,119.21,110.18,100.83,118.87,105.47,99.253,108.75,96.583,102.74,107.04,108.6,103.34,100.08,96.863,85.715,66.723,51.394,53.025,66.146,75.95,31.564,42.445,33.806,25.968,31.458,44.188,26.583,38.728,44.581,59.472,58.566,59.191,63.871,72.009,71.54,73.44,73.606,74.957,73.623,94.747,145.89,142.4,85.909,52.547,69.312,50.257,49.033,67.157,61.161,51.123,25.844,30.528,25.357,40.067,60.681,54.858,49.639,47.511,45.261,41.442,37.499,30.794,26.208,19.514,18.13,16.198,12.595,120.13,112.06,104.2,98.026,93.401,86.87,81.42,86.352,107.16,103.36,97.053,99.165,77.347,73.019,98.618,67.37,47.405,48.489,50.946,52.377,55.33,51.527,47.261,48.83,52.438,58.022,62.398,60.414,58.338,64.864,62.578,66.565,75.275,77.328,80.583,69.591,72.846,81.945,87.017,88.694,85.634,95.312,96.025,102.9,102.24,100.72,179.92,186.32,175.8,173.64,156.1,138.66,143.8,156.91,153.71,138.27,139.18,133.85,134.36,129.18,129.31,123.07,130.43,126.86,123.56,115.09,110.94,105.55,103.75,121.3,126.99,132.23,229.99,236.7,238.54,286.56,288.87,296.11,318.01,319.74,104.42,102.08,106.03,108.58,108.87,113.2,113.22,119.28,120.55,161.06,123.69,125.63,135.61,150.76,154.4,145.46,160,167.09,168.38,180.88,174.8,172.11,176.38,186.66,192.1,197.53,196.99,207.21,211.08,220.17,204.52,210.48,211,217.28,224.88,233.12,235.26,255.84,254,275.94,276.01,274.09,273.31,273.45,274.68,265,240.23,243.76,239.8,251.85,279.6,282.79,291.44,290.01,295.33,302.26,305.42,306.58,306.33,311.04,313.98,316.45,315.99,324.21,327.43,332.79,30.636,321.24,324.66,327.12,328.89,329.34,330.49,342.85,342.48,343.6,352.83,391.1,398.09,401.54,417.82,405.04,405.78,413.84,415.02,414.89,419.38,416.04,421.54,422.89,438.12,442.76,339.88,341.58,346.64,346.2,351.17,352.67,354.15,363.84,364.84,373.86,381.31,383.12,396.09,395.76,399.65,375.18,374.17,397.12,397.28,397.56,399.88,410.34,414.39,422.62,403.5,405.73,410.15,431.45,416.07,427.79,417.88,426.45,438.75,434.73,423,337.71,299.56,139.06,157.25,157.5,160.58,161.61
13.372,12.908,9.2415,9.9984,9.7342,3.3182,0,7.7558,16.52,6.8914,14.473,11.024,14.293,19.07,17.05,17.61,22.596,21.582,24.994,23.631,26.339,27.92,32.564,34.026,35.247,36.028,35.935,38.142,40.811,46.968,44.606,44.228,42.383,39.932,40.402,46.166,163.42,137.11,107.29,110.93,117.07,108.11,98.821,116.53,103.35,97.197,106.47,94.523,100.54,104.76,106.28,101.1,97.828,94.53,83.229,65.029,50.598,51.683,64.032,73.557,30.421,41.874,33.062,23.165,28.218,40.936,23.292,35.422,41.265,56.761,56.027,56.819,61.357,70.281,69.848,71.636,71.766,73.323,72.054,93.151,144.7,141.54,84.334,52.054,67.141,48.6,47.221,64.688,58.698,48.752,24.447,28.946,23.489,37.421,61.005,55.343,50.271,48.163,44.989,41.499,36.909,31.826,25.539,20.907,19.435,17.741,14.65,118.72,110.73,103.1,97.102,92.562,86.216,80.622,84.991,105.54,101.7,95.448,97.438,76.843,72.818,96.779,67.404,46,47.765,50.328,50.758,54.311,50.498,47.605,49.153,52.79,58.333,62.655,60.133,56.892,63.027,61.086,65.194,74.29,77.407,80.484,69.722,72.844,82.052,86.987,88.071,84.67,95.292,95.461,102.91,102.12,100.47,179.34,186.31,173.94,171.88,154.48,136.93,141.98,155.11,151.79,136.33,137.09,131.8,132.25,127.08,127.36,121.2,128.84,125.33,122.06,113.4,109.19,103.61,101.77,118.99,124.63,129.8,229.91,236.7,238.56,286.55,288.87,296.08,317.93,319.64,103.76,101.6,105.67,108.17,108.55,113.14,112.74,118.58,120.07,161.24,123.46,125.66,135.32,150.95,154.55,145.13,159.84,167.15,168.52,181.01,174.87,172.07,176.31,187.19,192.65,198.04,197.32,207.82,211.75,220.87,204.86,210.86,211.31,217.57,225.1,233.56,235.8,256.33,254.39,276.48,276.43,274.59,273.78,273.88,275.03,265.38,240.84,244.19,240.13,252.4,279.91,283.26,291.96,290.39,295.7,302.7,305.8,306.96,306.62,311.41,314.49,316.85,316.31,324.65,328,333.19,29.224,321.13,324.56,327.04,328.82,329.29,330.44,342.88,342.38,343.47,352.87,391.23,398.22,401.51,417.84,405.2,405.91,414.05,415.16,415,419.62,416.17,421.65,423,438.29,442.97,340.23,342.14,347.2,346.82,351.8,353.21,354.66,364.54,365.29,374.45,381.79,383.49,396.58,396.37,400.25,375.61,374.88,397.93,398.27,398.22,400.62,411.23,415.37,423.56,404.13,406.4,410.86,432.39,416.8,428.58,418.47,427.07,439.47,435.61,423.9,338.32,299.82,138.72,156.3,156.59,159.7,160.68
15.536,11.913,10.385,17.568,17.312,10.878,7.7558,0,9.0247,12.218,18.154,7.3448,7.4303,11.964,11.673,18.796,23.674,16.261,21.815,20.186,26.895,27.763,32.654,33.429,34.495,32.678,31.665,32.064,33.733,40.068,38.667,39.957,38.865,36.862,39.96,45.274,161.75,134.96,106.23,109.46,115.17,106.45,97.378,114.03,101.55,95.63,104.17,92.953,98.542,102.46,103.89,98.956,95.656,92.119,80.367,64.7,52.699,52.45,62.499,71.063,32.218,44.629,35.671,20.167,22.489,34.909,17.167,28.87,34.458,49.22,48.688,49.707,54.04,64.182,63.817,65.397,65.465,67.383,66.237,87.217,139.41,136.9,84.185,54.809,65.402,48.586,46.8,62.004,56.094,46.587,25.928,29.7,23.772,34.498,65.313,59.995,55.232,53.18,48.315,45.534,39.738,37.679,28.618,27.477,25.948,24.566,22.005,118.85,111.13,104.08,98.531,94.212,88.325,82.434,85.399,105.18,101.25,95.161,96.809,79.342,75.997,95.84,71.102,40.694,43.869,46.624,44.977,49.702,45.91,46.119,47.592,51.234,56.606,60.755,57.045,51.397,56.765,55.472,59.788,69.596,74.978,77.638,67.466,70.264,79.654,84.255,84.055,79.971,92.544,91.538,100.21,99.109,97.205,175.22,183.36,172.77,170.96,153.97,136.18,140.96,154.14,150.45,134.98,135.32,130.13,130.41,125.29,125.99,120.11,128.49,125.12,121.96,112.82,108.42,102.32,100.4,116.59,122.02,126.98,226.79,233.77,235.66,283.56,285.91,293.02,314.77,316.44,99.605,97.83,102.16,104.52,105.1,110.25,108.93,114.31,116.23,158.77,120.16,122.94,131.88,148.52,152.01,141.56,156.61,164.4,165.96,178.41,172.13,169.08,173.28,185.5,190.97,196.28,195.16,206.27,210.33,219.5,202.69,208.78,209.09,215.28,222.65,231.59,234.05,254.47,252.29,274.72,274.42,272.74,271.86,271.88,272.84,263.25,239.26,242.2,237.91,250.67,277.62,281.33,290.16,288.25,293.54,300.7,303.64,304.82,304.27,309.24,312.64,314.74,314.02,322.63,326.29,331.1,24.264,317.92,321.37,323.87,325.68,326.2,327.36,339.94,339.16,340.2,349.94,388.51,395.47,398.43,414.89,402.55,403.17,411.49,412.45,412.23,417.12,413.43,418.86,420.25,435.64,440.39,338.02,340.41,345.46,345.2,350.21,351.43,352.79,363.11,363.29,372.78,379.87,381.3,394.67,394.72,398.58,373.56,373.49,396.76,397.53,396.7,399.26,410.27,414.61,422.69,402.53,404.92,409.45,431.54,415.43,427.33,416.79,425.42,438.08,434.58,422.92,336.69,297.4,135.15,151.48,151.83,154.99,155.89
19.316,13.746,14.956,25.797,26.225,19.771,16.52,9.0247,0,21.147,26.363,13.158,8.3151,9.3377,13.309,25.641,30.055,16.614,24.337,22.597,32.667,32.875,37.713,37.81,38.673,34.005,31.78,29.068,28.352,34.94,35.625,39.623,39.636,38.314,44.215,48.898,157.24,130.03,102.58,105.36,110.57,102.15,93.37,108.8,97.139,91.499,99.206,88.839,93.921,97.498,98.819,94.187,90.873,87.105,74.965,62.307,53.395,51.596,58.772,66.149,33.448,46.337,37.604,17.002,15.171,26.801,9.753,20.346,25.67,42.126,42.243,43.86,47.597,60.255,60.019,61.197,61.146,63.701,62.786,83.359,136.34,134.81,81.734,56.221,61.397,46.939,44.739,57.003,51.283,42.506,27.35,29.942,24.106,30.011,68.403,63.595,59.295,57.352,50.571,48.705,41.723,43.232,31.531,34.201,32.667,31.686,29.832,116.46,109.08,102.77,97.773,93.75,88.462,82.277,83.573,102.31,98.315,92.454,93.705,80.041,77.557,92.398,73.357,38.706,43.919,46.845,42.011,48.529,44.883,49.079,50.424,53.975,59.029,62.896,57.807,48.762,52.643,52.545,57.132,67.907,76.268,78.377,69.071,71.432,80.925,85.066,83.174,78.148,93.258,90.718,100.93,99.444,97.217,173.76,183.44,168.76,167.23,150.74,132.74,137.21,150.39,146.32,130.88,130.77,125.72,125.81,120.77,121.91,116.36,125.52,122.33,119.29,109.67,105.09,98.462,96.455,111.46,116.66,121.38,226.56,233.78,235.71,283.43,285.82,292.81,314.4,316.01,98.4,97.17,101.82,103.98,104.82,110.65,108.14,112.85,115.37,159.5,119.99,123.49,131.47,149.33,152.68,140.94,156.4,164.77,166.56,178.93,172.48,169.14,173.27,187.11,192.57,197.78,196.18,208,212.19,221.42,203.69,209.89,210.01,216.11,223.28,232.79,235.51,255.77,253.31,276.12,275.5,274.03,273.06,272.99,273.71,264.21,240.91,243.35,238.8,252.12,278.37,282.51,291.48,289.18,294.44,301.78,304.54,305.74,304.94,310.12,313.9,315.69,314.74,323.67,327.69,332.04,23.949,317.48,320.96,323.5,325.33,325.91,327.08,339.85,338.7,339.67,349.86,388.67,395.58,398.11,414.73,402.77,403.3,411.82,412.6,412.31,417.53,413.55,418.92,420.33,435.86,440.69,338.82,341.79,346.83,346.72,351.74,352.74,354,364.83,364.32,374.2,380.99,382.1,395.8,396.17,400,374.53,375.25,398.76,400.01,398.29,401.05,412.5,417.05,425.02,404.03,406.54,411.17,433.89,417.19,429.23,418.19,426.86,439.81,436.73,425.13,338.18,297.99,134.56,149.08,149.53,152.76,153.54
19.879,19.796,16.097,11.516,7.556,5.0309,6.8914,12.218,21.147,0,7.692,10.963,16.255,20.782,16.911,11.848,16.58,20.803,21.846,20.827,20.454,22.382,26.753,28.565,29.849,32.484,33.223,37.36,41.523,47.234,43.484,41.289,38.809,36.044,34.728,40.662,170.23,143.97,114.01,117.73,123.91,114.93,105.62,123.42,110.18,104.01,113.34,101.34,107.4,111.64,113.16,107.97,104.7,101.41,90.119,71.644,56.415,58.031,70.862,80.447,36.587,47.439,38.827,29.99,34.344,46.943,29.176,41.056,46.676,58.395,57.087,57.356,62.311,69.03,68.51,70.569,70.788,71.837,70.419,91.538,142.15,138.33,90.871,57.519,73.989,55.187,53.904,71.579,65.59,55.639,30.826,35.469,30.184,44.292,65.322,59.412,54.108,51.971,50.18,46.247,42.499,35.044,31.227,23.59,22.312,20.211,16.18,125.13,117.07,109.23,103.05,98.421,91.865,86.436,91.36,112.11,108.3,102.01,104.08,82.312,77.894,103.49,72.152,44.088,44.41,46.761,49.32,51.521,47.746,42.437,44.013,47.603,53.199,57.595,55.935,55.02,62.07,59.304,63.124,71.38,72.602,75.957,64.845,68.17,77.202,82.345,84.442,81.699,90.629,91.717,98.19,97.616,96.174,175.59,181.62,180.67,178.55,161.06,143.58,148.68,161.8,158.54,143.09,143.92,138.61,139.08,133.91,134.13,127.93,135.39,131.84,128.55,120.02,115.85,110.37,108.55,125.88,131.52,136.69,225.31,231.97,233.81,281.84,284.14,291.4,313.33,315.07,100.19,97.701,101.55,104.15,104.37,108.53,108.84,115.07,116.16,156.26,119.13,120.9,131.07,145.96,149.61,140.96,155.38,162.34,163.59,176.09,170.05,167.42,171.7,181.71,187.16,192.59,192.11,202.25,206.1,215.19,199.65,205.58,206.13,212.42,220.05,228.21,230.32,250.91,249.1,270.99,271.1,269.16,268.39,268.53,269.8,260.11,235.27,238.85,234.92,246.91,274.74,277.87,286.5,285.12,290.44,297.35,300.53,301.69,301.47,306.15,309.04,311.55,311.12,319.3,322.48,327.89,27.494,316.57,319.98,322.43,324.2,324.63,325.78,338.11,337.81,338.94,348.08,386.3,393.3,396.83,413.07,400.23,400.98,409.02,410.22,410.1,414.54,411.25,416.75,418.1,433.31,437.93,335,336.62,341.69,341.23,346.2,347.72,349.22,358.86,359.93,368.9,376.38,378.23,391.15,390.79,394.68,370.26,369.18,392.12,392.25,392.58,394.89,405.32,409.37,417.6,398.53,400.74,405.16,426.42,411.08,422.79,412.91,421.49,433.75,429.72,417.98,332.75,294.71,134.56,153.24,153.47,156.52,157.58
